#Transcript position	Transcript coverage profile
0.0	0.6670067061826602
1.0	0.7283987592774253
2.0	0.8511831900265071
3.0	1.0845332493992308
4.0	1.0974945695414948
5.0	1.0585031850075524
6.0	1.037015250046434
7.0	1.0609243396596453
8.0	1.0530673802491548
9.0	1.05774696541911
10.0	1.0867623349919349
11.0	1.0474491490182574
12.0	1.1047586840030639
13.0	1.143504091556565
14.0	1.0411711017027914
15.0	1.0252863612652572
16.0	1.1139540148446823
17.0	1.0971941983468614
18.0	1.1110133189785545
19.0	1.1058734950569293
20.0	1.0827254091986709
21.0	1.1074350485199531
22.0	1.2368941184011715
23.0	1.2517939957552393
24.0	1.1441685862261928
25.0	1.0679617873572966
26.0	1.0414067138053864
27.0	1.0661139335666592
28.0	1.0280925190934591
29.0	1.085296491081903
30.0	1.0808226569635135
31.0	1.124196813424923
32.0	1.1918817123098084
33.0	1.1305912313190507
34.0	1.1091815591024021
35.0	0.9901410809325957
36.0	1.014230447877035
37.0	1.0426174343024028
38.0	1.116113727229882
39.0	1.1960154029097292
40.0	1.1133119942098262
41.0	1.2104135518754158
42.0	1.201065261207113
43.0	1.1896174834872693
44.0	1.1512473483280978
45.0	1.0945785323368746
46.0	0.9947242997373921
47.0	1.0775944762015557
48.0	1.188047193803241
49.0	1.1147059922584974
50.0	1.0325209390391028
51.0	1.0231882217891997
52.0	0.9225338150079357
53.0	0.9897536185355471
54.0	1.089604668054219
55.0	1.142694285434406
56.0	1.0602576112393494
57.0	0.9932828748503653
58.0	0.9562749033255707
59.0	0.9951880314915721
60.0	1.0072540415394367
61.0	0.9891492024585644
62.0	1.0723929591602808
63.0	1.1504130235262962
64.0	1.2084965674285524
65.0	1.1815049407864018
66.0	1.1038843408846681
67.0	1.1877419411923618
68.0	1.2346659846926182
69.0	1.2885731144290025
70.0	1.4872243175034892
71.0	1.4283381865160183
72.0	1.3977115204722659
73.0	1.5153657179908695
74.0	1.5826666765874333
75.0	1.503419956606778
76.0	1.3687286557162548
77.0	1.3957228843683835
78.0	1.3527986360153015
79.0	1.3351588924877342
80.0	1.2323444513528468
81.0	1.1981151858497772
82.0	1.2297001687506977
83.0	1.3039375670350568
84.0	1.3915850789545718
85.0	1.5300533807367258
86.0	1.6363460418455147
87.0	1.6555480337429167
88.0	1.6382234142181962
89.0	1.4914030004491174
90.0	1.3476099250604459
91.0	1.2134806693219755
92.0	1.162455783832284
93.0	1.0949863384784349
94.0	0.9424408048254826
95.0	0.6366169097436406
96.0	0.467197788746589
97.0	0.3636793064801869
98.0	0.20769804391646582
99.0	0.04236610632098435
