#Transcript position	Transcript coverage profile
0.0	0.4738731293260432
1.0	0.6489792017357048
2.0	0.6911328905194413
3.0	0.7343332057182387
4.0	0.7513443513291257
5.0	0.7431600757182429
6.0	0.7013838637397121
7.0	0.7019742317819777
8.0	0.6986250170394437
9.0	0.7766575424981633
10.0	0.7921236744784177
11.0	0.8053647508365928
12.0	0.8065856918198206
13.0	0.7804533000135011
14.0	0.7110862063775977
15.0	0.7269582088177349
16.0	0.7304679812437581
17.0	0.7413371609066872
18.0	0.8458184051543619
19.0	0.8551200108101267
20.0	0.8280522528633316
21.0	0.779873050745158
22.0	0.8322535871932166
23.0	0.8190187985110654
24.0	0.8290286102213633
25.0	0.8832276554429987
26.0	0.7962938121876441
27.0	0.7638768933159727
28.0	0.7394864769611413
29.0	0.6621663041103939
30.0	0.723840638603802
31.0	0.7661787496572434
32.0	0.7248052791672682
33.0	0.6493397949883347
34.0	0.6750589366712377
35.0	0.686378363987241
36.0	0.7598694603789632
37.0	0.7699496270321343
38.0	0.7899127856558066
39.0	0.8402550925493151
40.0	0.9112613014454789
41.0	0.9072593851030235
42.0	0.867648319029326
43.0	0.8365351776615206
44.0	0.8135323836785481
45.0	0.8122457697048754
46.0	0.8431103083591984
47.0	0.7286397114365363
48.0	0.7655686507351851
49.0	0.8027136727530182
50.0	0.8281508436542792
51.0	0.7894458613323962
52.0	0.8818006047572038
53.0	0.9604468162860155
54.0	0.91649128878246
55.0	0.8878675642626964
56.0	0.8899386477346769
57.0	0.9178621220961676
58.0	0.9680211984691012
59.0	1.0412928699341442
60.0	0.9798682349907425
61.0	0.935358789273256
62.0	0.9747607364131505
63.0	1.009091339393801
64.0	1.030841640442164
65.0	1.0089707562984016
66.0	1.0319855258131752
67.0	1.1323635086724424
68.0	1.110798704335307
69.0	1.034207276922561
70.0	1.0301759833567694
71.0	0.9278596413430167
72.0	0.8051338144594652
73.0	0.7936969453717474
74.0	0.7857858536435545
75.0	0.7681682732163219
76.0	0.8298226893575321
77.0	0.8346373526669497
78.0	0.9259126005635521
79.0	0.9738437215682164
80.0	0.9461295780287642
81.0	0.9972462687424807
82.0	1.0526663812077626
83.0	1.0768334513350153
84.0	1.0965700955055604
85.0	1.1373052353957056
86.0	1.0571799736674354
87.0	1.0082310041804876
88.0	0.9861408926632846
89.0	0.9590549601743048
90.0	0.9611116186335034
91.0	0.8951740065633738
92.0	0.8525089865292969
93.0	0.8594284150143422
94.0	0.8093991325106954
95.0	0.5942672262174914
96.0	0.43975773322363115
97.0	0.3640264430327785
98.0	0.18381769863649877
99.0	0.05831766792904238
